invoice_no,customer_id,product_id,date_id,payment_id,mall_id,quantity,price
I168767,C204902,1,20210204,3,3,2,600.16
I225042,C838976,4,20220709,1,10,4,162.64
I520232,C160695,6,20210908,1,3,5,179.2
I262217,C102108,8,20210301,3,1,2,23.46
I999670,C190133,1,20210312,3,3,3,900.24
I278847,C304767,1,20210801,3,4,3,900.24
I416175,C112899,1,20210105,3,1,4,1200.32
I281207,C479563,1,20220601,3,3,4,1200.32
I250177,C129472,7,20220204,2,9,2,2100.0
I244497,C309270,6,20210408,2,3,2,71.68
I308489,C220471,3,20211202,1,3,2,30.3
I899022,C182316,3,20230102,3,1,3,45.45
I208244,C140990,3,20210910,2,4,1,15.15
I312900,C123894,5,20211001,3,9,2,10.46
I279402,C672565,8,20220612,1,4,2,23.46
I891631,C973688,1,20210806,2,7,4,1200.32
I630326,C278038,2,20211006,1,6,3,1800.51
I264594,C498837,3,20221105,3,1,1,15.15
I614921,C339244,1,20210806,3,9,2,600.16
I255390,C188037,5,20220802,1,3,4,20.92
I233621,C149312,2,20210703,1,6,1,600.17
I211372,C269479,4,20210311,1,7,5,203.3
I747385,C319874,1,20230301,3,3,2,600.16
I333463,C291647,4,20230103,3,3,5,203.3
I223231,C145533,5,20220307,2,1,3,15.69
I148525,C240867,3,20220703,1,6,5,75.75
I756863,C591214,2,20220806,1,8,5,3000.85
I970737,C968660,6,20210202,3,1,2,71.68
I652579,C130055,7,20210806,2,5,1,1050.0
I996507,C961954,7,20230301,3,4,3,3150.0
I154952,C778351,5,20220509,2,9,5,26.15
I103347,C322403,8,20210910,3,1,1,11.73
I956959,C174045,4,20220902,3,3,2,81.32
I146225,C164729,5,20210303,3,6,5,26.15
I389983,C281676,8,20210503,3,5,5,58.65
I305310,C144215,1,20220804,2,4,5,1500.4
I756736,C126771,1,20210812,1,1,1,300.08
I662363,C608367,5,20230101,2,1,2,10.46
I304164,C258488,5,20230201,1,9,3,15.69
I110402,C317282,3,20210706,1,8,3,45.45
I160071,C130749,1,20220601,1,4,1,300.08
I168979,C216729,1,20211011,1,5,1,300.08
I100699,C844692,3,20210703,1,6,1,15.15
I218606,C269457,6,20210508,2,3,3,107.52
I212475,C280946,3,20221005,3,6,5,75.75
I251373,C296736,4,20220610,3,6,5,203.3
I276156,C249229,5,20210311,3,3,1,5.23
I186683,C162698,1,20220407,3,6,2,600.16
I149186,C192124,3,20210606,3,3,5,75.75
I461239,C162983,4,20210303,3,6,5,203.3
I236740,C636795,6,20210206,2,1,2,71.68
I238460,C219083,6,20220703,3,6,2,71.68
I743026,C220417,4,20210310,3,4,2,81.32
I176793,C265748,5,20210110,1,1,3,15.69
I274238,C170412,8,20210407,3,4,1,11.73
I337169,C306492,1,20211208,1,10,1,300.08
I968145,C337199,5,20210510,1,6,4,20.92
I189260,C579315,5,20221209,1,10,2,10.46
I159549,C141221,5,20210308,1,1,5,26.15
I223898,C119126,1,20210609,1,3,4,1200.32
I108008,C167356,6,20220706,1,8,5,179.2
I120051,C132237,1,20221012,3,1,5,1500.4
I267116,C751837,5,20220111,3,6,5,26.15
I124404,C109655,2,20210410,1,9,2,1200.34
I139566,C174290,7,20210111,3,6,2,2100.0
I871730,C336778,4,20220403,3,3,2,81.32
I240735,C701392,5,20210705,3,1,3,15.69
I289258,C772397,2,20220809,1,8,4,2400.68
I317546,C245410,5,20210810,3,3,1,5.23
I301762,C203062,5,20220707,2,1,2,10.46
I276555,C140601,4,20220705,1,3,2,81.32
I545585,C550664,1,20221012,2,3,3,900.24
I846422,C317636,5,20211207,1,6,5,26.15
I836471,C214266,1,20210910,1,9,4,1200.32
I210112,C265749,5,20220107,3,4,4,20.92
I849422,C169865,6,20220701,3,1,4,143.36
I132150,C952676,1,20210811,3,10,1,300.08
I197259,C356480,1,20220110,3,6,3,900.24
I307857,C105314,8,20210109,1,1,2,23.46
I130254,C175646,1,20221008,1,10,3,900.24
I524287,C100754,4,20220910,1,1,4,162.64
I126889,C144471,1,20210403,2,6,5,1500.4
I256424,C296005,1,20221206,1,3,2,600.16
I304925,C202837,1,20211112,1,1,5,1500.4
I241165,C922118,1,20220102,1,9,5,1500.4
I183270,C334506,2,20210911,1,3,5,3000.85
I240511,C199044,1,20220611,3,5,3,900.24
I316017,C185259,2,20220201,2,6,3,1800.51
I533068,C140369,1,20210307,2,3,2,600.16
I311628,C373999,1,20220505,3,6,2,600.16
I751653,C588256,6,20220803,2,7,1,35.84
I258169,C123900,8,20211103,3,7,4,46.92
I495989,C135227,6,20211212,1,1,5,179.2
I459266,C320018,1,20220807,3,6,2,600.16
I319734,C172402,5,20220711,3,7,4,20.92
I145982,C133792,7,20210201,1,6,2,2100.0
I786820,C618664,5,20220609,3,9,3,15.69
I266682,C852739,6,20230301,3,5,4,143.36
I320852,C214956,1,20220405,1,3,3,900.24
I114194,C322452,1,20220807,1,1,1,300.08
I583714,C262999,5,20210812,3,4,5,26.15
I233706,C191828,3,20220908,3,1,1,15.15
I219952,C444711,1,20210510,2,7,4,1200.32
I332704,C307594,5,20210410,2,6,4,20.92
I337068,C261560,5,20211201,1,2,1,5.23
I160252,C582961,5,20220705,3,8,4,20.92
I223406,C262981,4,20230301,3,5,4,162.64
I261876,C126347,3,20221110,1,1,3,45.45
I317579,C104689,3,20220603,1,1,4,60.6
I118344,C201974,7,20210202,1,6,5,5250.0
I155970,C822959,7,20220511,1,7,4,4200.0
I229095,C102001,4,20210402,1,6,1,40.66
I220611,C106935,4,20220311,2,1,2,81.32
I858481,C229082,5,20210712,2,4,2,10.46
I206046,C662261,5,20220602,3,4,2,10.46
I594173,C156948,4,20210711,1,1,3,121.98
I121350,C318960,5,20210907,3,1,4,20.92
I104766,C139953,6,20221007,1,9,3,107.52
I518164,C230690,8,20220708,3,4,4,46.92
I226365,C211367,5,20220905,3,6,1,5.23
I184629,C118119,2,20220703,3,6,4,2400.68
I148649,C621756,2,20220906,2,1,5,3000.85
I694977,C186071,1,20211103,3,6,3,900.24
I111067,C239946,2,20220507,2,6,1,600.17
I282014,C680879,2,20221104,2,1,1,600.17
I143774,C219413,5,20220703,3,5,3,15.69
I285450,C139691,5,20210702,3,1,3,15.69
I276536,C298054,5,20220603,1,6,3,15.69
I113481,C176720,5,20210411,3,3,3,15.69
I309392,C323493,1,20230101,3,1,1,300.08
I336187,C868331,6,20210403,3,2,2,71.68
I922999,C292698,4,20210312,3,6,3,121.98
I157163,C118519,1,20210208,2,1,5,1500.4
I337898,C313987,1,20220805,1,6,1,300.08
I831211,C269758,1,20220110,3,9,1,300.08
I195040,C238055,1,20220807,2,1,4,1200.32
I311915,C127947,4,20220604,1,4,1,40.66
I986107,C924720,5,20211206,3,5,5,26.15
I321867,C124951,6,20210702,2,3,1,35.84
I162801,C192060,1,20221008,3,1,2,600.16
I318126,C227118,6,20230303,2,9,1,35.84
I152851,C552820,1,20221001,2,7,1,300.08
I151388,C268185,1,20220401,1,6,1,300.08
I272156,C239246,1,20221101,2,4,1,300.08
I143451,C439615,1,20221011,1,7,1,300.08
I336219,C147149,8,20220709,1,7,1,11.73
I290703,C715856,5,20210104,1,4,4,20.92
I215081,C982926,3,20210406,3,1,5,75.75
I339031,C203649,7,20210109,1,3,1,1050.0
I196875,C267771,4,20220102,3,4,3,121.98
I139160,C238708,3,20210903,2,6,1,15.15
I120474,C850634,5,20220111,1,3,3,15.69
I621581,C293897,6,20210501,1,1,5,179.2
I132724,C305337,1,20211110,1,3,2,600.16
I286960,C305634,5,20220803,1,4,5,26.15
I228700,C277327,4,20221001,3,10,3,121.98
I305462,C149011,6,20211209,3,1,5,179.2
I251643,C687517,1,20210503,3,1,1,300.08
I152878,C274227,6,20221101,1,6,4,143.36
I251781,C228406,1,20221208,1,1,3,900.24
I938679,C160473,6,20220801,1,9,1,35.84
I415724,C235754,1,20220608,3,2,4,1200.32
I260710,C260132,1,20220707,3,3,2,600.16
I196997,C229824,8,20210508,1,6,5,58.65
I583293,C281899,1,20211005,3,9,2,600.16
I160894,C454966,1,20221105,1,1,2,600.16
I963820,C523057,2,20220501,3,10,5,3000.85
I108443,C954718,6,20221012,1,1,2,71.68
I121843,C364300,1,20220209,3,6,5,1500.4
I484912,C262287,6,20220406,3,1,4,143.36
I602334,C264734,6,20210108,2,5,3,107.52
I392098,C365661,1,20210210,2,5,2,600.16
I113829,C697465,3,20221010,3,6,2,30.3
I695637,C366896,8,20211211,1,1,3,35.19
I257048,C275617,4,20220211,3,6,1,40.66
I490857,C185171,3,20210812,3,1,3,45.45
I297383,C103939,1,20211009,2,1,1,300.08
I179421,C201797,5,20220402,1,1,1,5.23
I180335,C214408,1,20220507,1,9,3,900.24
I200087,C984645,4,20220804,1,1,3,121.98
I108964,C266813,2,20221205,2,3,2,1200.34
I150267,C969290,5,20230303,1,6,2,10.46
I637869,C121308,1,20230303,3,3,3,900.24
I230412,C161919,2,20210405,1,6,4,2400.68
I103970,C234669,1,20210109,3,9,4,1200.32
I284054,C284393,3,20210704,1,6,2,30.3
I192300,C822727,1,20211202,3,8,3,900.24
I222215,C224050,6,20220210,3,3,4,143.36
I487206,C229428,4,20211107,1,1,2,81.32
I322823,C277954,1,20220912,2,9,3,900.24
I114469,C778217,2,20210510,3,7,3,1800.51
I747787,C433288,2,20220611,2,6,2,1200.34
I197308,C183705,2,20210810,3,3,3,1800.51
I248140,C668298,2,20220502,3,3,3,1800.51
I210129,C194883,1,20210711,2,1,3,900.24
I554366,C471783,2,20210510,2,7,3,1800.51
I759775,C253525,3,20230301,1,2,1,15.15
I281781,C316686,6,20210401,1,1,3,107.52
I641613,C262180,1,20211202,3,6,3,900.24
I893012,C172369,6,20221010,2,6,3,107.52
I138472,C351933,6,20210707,3,2,2,71.68
I125944,C295412,8,20210205,2,10,2,23.46
I118128,C190358,4,20221209,1,4,3,121.98
I109273,C268167,1,20220107,3,4,4,1200.32
I180345,C194198,4,20221101,1,5,4,162.64
I181846,C145782,5,20211001,3,5,4,20.92
I841393,C213191,7,20210407,3,4,1,1050.0
I139045,C117681,2,20221209,3,7,3,1800.51
I480978,C263867,1,20220307,3,1,1,300.08
I293806,C583127,1,20220505,1,7,5,1500.4
I183427,C107527,1,20211101,1,1,5,1500.4
I215455,C930465,6,20220406,3,6,2,71.68
I271988,C118389,1,20220910,1,8,4,1200.32
I366028,C736960,8,20210102,1,3,5,58.65
I646954,C819046,2,20220602,3,5,5,3000.85
I186417,C505643,1,20210610,3,4,3,900.24
I391127,C918348,1,20221012,3,6,2,600.16
I873674,C338659,5,20210611,3,9,1,5.23
I307138,C311196,4,20210710,3,4,5,203.3
I676414,C158377,4,20221107,3,6,2,81.32
I862956,C533681,5,20220806,1,10,5,26.15
I103793,C328514,8,20220910,2,1,2,23.46
I315911,C141650,4,20220310,1,5,4,162.64
I331717,C139106,1,20220408,3,2,1,300.08
I328039,C200206,4,20221101,2,10,4,162.64
I236768,C363151,1,20210206,3,1,3,900.24
I385044,C304554,1,20220701,1,8,4,1200.32
I262929,C776879,1,20221212,3,10,2,600.16
I678814,C808483,4,20210502,1,2,2,81.32
I298511,C163725,1,20221007,3,6,3,900.24
I292717,C255483,4,20210512,1,4,3,121.98
I197171,C247208,2,20220111,3,8,3,1800.51
I143581,C619696,1,20211204,1,6,2,600.16
I283296,C778264,1,20211201,1,6,4,1200.32
I331828,C137416,1,20210506,1,1,3,900.24
I313341,C395241,3,20210105,1,8,4,60.6
I144440,C141923,5,20210811,1,1,5,26.15
I259073,C255370,4,20220607,3,6,3,121.98
I121681,C121268,5,20221101,1,1,2,10.46
I444709,C207334,2,20211209,1,8,5,3000.85
I326593,C458354,4,20220904,3,4,5,203.3
I337833,C296621,8,20220701,1,2,5,58.65
I915569,C142211,1,20220110,1,4,1,300.08
I238001,C281187,5,20221007,3,5,2,10.46
I485384,C137164,2,20220608,1,10,3,1800.51
I305482,C427336,6,20220209,1,6,4,143.36
I871704,C176476,4,20220110,1,5,2,81.32
I411464,C154065,1,20221004,3,9,1,300.08
I236045,C319248,1,20220807,2,4,2,600.16
I373281,C181026,4,20220912,2,6,3,121.98
I206168,C114264,1,20220710,3,3,2,600.16
I148186,C898146,3,20220310,3,4,3,45.45
I157557,C128165,4,20210803,3,4,3,121.98
I120209,C776095,6,20211104,1,9,1,35.84
I332660,C251242,4,20220308,1,1,1,40.66
I154719,C162746,1,20220802,1,9,3,900.24
I266296,C148663,5,20220110,2,3,1,5.23
I225885,C258744,1,20210906,1,7,5,1500.4
I321596,C229149,1,20221004,3,4,2,600.16
I264166,C722513,4,20211112,3,6,4,162.64
I144743,C146963,7,20210212,1,3,3,3150.0
I264198,C749841,8,20220108,3,7,2,23.46
I223237,C326784,2,20220705,3,4,5,3000.85
I548885,C469389,5,20220304,3,5,4,20.92
I322876,C524844,2,20220303,3,8,2,1200.34
I299146,C803454,3,20220110,3,7,5,75.75
I286445,C169479,5,20220703,2,8,1,5.23
I435790,C801396,1,20221005,1,4,4,1200.32
I899966,C274322,7,20210212,2,7,5,5250.0
I326848,C336242,2,20221112,1,1,2,1200.34
I327654,C162492,1,20220709,2,4,4,1200.32
I169340,C177460,2,20210209,1,2,3,1800.51
I104692,C323516,1,20211202,2,10,4,1200.32
I124998,C139834,6,20230102,1,6,1,35.84
I116788,C286456,7,20210703,1,1,4,4200.0
I159160,C145173,8,20210808,1,10,3,35.19
I293125,C414575,5,20211004,2,7,1,5.23
I207726,C286868,4,20211207,2,3,1,40.66
I228560,C202591,3,20220112,3,4,3,45.45
I328212,C352518,3,20220803,1,4,3,45.45
I175193,C207719,5,20211001,3,6,5,26.15
I186323,C389109,5,20220702,1,6,2,10.46
I262949,C217514,1,20211103,3,5,5,1500.4
I335970,C339668,1,20221007,3,1,4,1200.32
I210367,C172377,2,20220301,1,6,4,2400.68
I183628,C252138,1,20220901,2,6,4,1200.32
I177743,C110861,4,20211102,2,1,1,40.66
I788927,C167192,6,20210609,3,6,2,71.68
I845245,C202377,4,20210301,1,4,1,40.66
I150316,C128321,1,20220108,3,1,3,900.24
I502158,C939103,2,20220906,1,2,2,1200.34
I212343,C245276,4,20210104,3,6,2,81.32
I304644,C168098,4,20220209,2,8,1,40.66
I313734,C270391,1,20220104,2,6,2,600.16
I336882,C212507,4,20220108,3,6,5,203.3
I334916,C286317,1,20211103,3,2,2,600.16
I276618,C143236,5,20210304,2,3,5,26.15
I115934,C784443,3,20210105,3,6,4,60.6
I338441,C663853,4,20220901,1,5,4,162.64
I565285,C178462,4,20220906,3,6,2,81.32
I994334,C508723,5,20220310,1,7,3,15.69
I379436,C183889,7,20220608,2,10,4,4200.0
I902203,C989543,1,20221007,1,5,5,1500.4
I273846,C437256,1,20220808,3,6,5,1500.4
I311110,C492991,4,20210312,1,3,2,81.32
I424719,C188479,2,20220605,1,4,3,1800.51
I217794,C170234,1,20210508,1,2,3,900.24
I450578,C286882,2,20220205,1,1,5,3000.85
I339261,C484357,1,20210211,2,2,5,1500.4
I263522,C737514,2,20220305,3,6,4,2400.68
I486117,C364536,1,20211106,2,5,1,300.08
I339633,C342732,8,20230303,3,8,3,35.19
I302370,C183317,1,20230303,3,6,2,600.16
I122095,C148775,3,20220509,3,6,2,30.3
I175672,C633614,4,20220801,1,5,1,40.66
I299014,C245825,3,20210701,2,1,1,15.15
I224107,C545585,1,20220311,3,4,2,600.16
I280850,C313334,4,20210202,1,1,5,203.3
I319180,C286299,3,20220709,2,10,4,60.6
I143979,C687802,1,20210407,3,6,3,900.24
I129639,C250897,1,20220206,1,9,3,900.24
I144682,C123294,1,20210703,3,3,3,900.24
I758064,C630428,1,20220711,3,10,1,300.08
I999692,C276179,5,20220401,1,4,2,10.46
I133714,C149802,3,20220110,1,7,1,15.15
I558840,C356940,2,20220504,1,1,2,1200.34
I560698,C156288,5,20210212,3,5,5,26.15
I297420,C829031,6,20220612,1,5,4,143.36
I294649,C574666,1,20221103,1,4,5,1500.4
I295505,C143959,1,20220102,3,3,3,900.24
I131431,C627115,1,20220105,3,7,5,1500.4
I185230,C396871,1,20210202,1,3,2,600.16
I416213,C313349,1,20220804,1,6,3,900.24
I219940,C143152,1,20220301,2,5,3,900.24
I151745,C318895,1,20210705,1,4,3,900.24
I228975,C240652,4,20211001,3,5,4,162.64
I234704,C320126,2,20220111,3,9,5,3000.85
I309946,C147558,1,20221203,1,7,3,900.24
I303740,C172231,6,20220606,1,3,3,107.52
I892057,C262947,1,20220804,1,5,5,1500.4
I216004,C103540,5,20210707,2,5,5,26.15
I324857,C277950,1,20220305,2,6,1,300.08
I148745,C294732,5,20220504,2,3,2,10.46
I146946,C177582,2,20210308,1,1,3,1800.51
I315703,C145093,5,20221004,3,10,4,20.92
I437677,C400518,3,20210107,1,6,1,15.15
I152344,C234217,1,20210703,2,1,2,600.16
I331458,C298450,7,20210607,3,5,5,5250.0
I949324,C214054,3,20210907,3,6,4,60.6
I242268,C251654,6,20211012,1,6,5,179.2
I676908,C310079,1,20220403,1,4,4,1200.32
I239618,C245581,2,20210407,2,2,4,2400.68
I128579,C159822,1,20210706,2,6,2,600.16
I353781,C797059,1,20221107,3,10,5,1500.4
I324661,C290011,2,20210309,1,1,3,1800.51
I364457,C271233,2,20220609,1,3,3,1800.51
I322670,C138550,5,20210601,2,3,5,26.15
I153859,C264894,1,20210402,3,4,5,1500.4
I288376,C262563,5,20210812,3,5,5,26.15
I135933,C130549,2,20210905,3,2,3,1800.51
I983467,C230279,1,20230201,1,9,2,600.16
I219086,C108561,5,20220211,3,4,1,5.23
I146332,C848035,5,20210112,3,6,1,5.23
I956151,C330321,4,20220711,3,2,1,40.66
I805355,C660967,2,20211104,2,6,2,1200.34
I205678,C123913,2,20220209,1,10,3,1800.51
I310149,C209100,1,20211003,2,6,2,600.16
I262058,C253410,1,20221210,3,1,4,1200.32
I157442,C100379,2,20210512,3,3,2,1200.34
I219939,C117096,6,20210506,3,3,2,71.68
I611746,C160214,4,20220604,3,4,2,81.32
I179673,C290912,4,20220904,3,6,1,40.66
I272230,C164415,1,20210811,3,10,5,1500.4
I173678,C276032,2,20220504,3,6,4,2400.68
I280970,C228201,1,20220512,1,3,1,300.08
I314547,C138666,7,20210705,3,6,3,3150.0
I922582,C123161,6,20220908,1,6,4,143.36
I313143,C445359,5,20211204,1,1,3,15.69
I228849,C201948,1,20220708,2,6,5,1500.4
I245615,C923133,5,20210102,3,8,5,26.15
I876134,C285034,2,20230301,3,3,3,1800.51
I175842,C264208,5,20230302,3,1,3,15.69
I809680,C157207,1,20220302,3,10,5,1500.4
I327179,C459147,1,20210710,2,5,1,300.08
I252904,C173501,6,20220111,1,7,1,35.84
I219637,C225875,3,20220203,1,9,1,15.15
I724616,C166848,4,20220611,1,6,5,203.3
I722837,C166866,1,20220712,1,1,3,900.24
I137417,C151825,6,20211101,1,4,5,179.2
I151038,C120490,1,20210104,3,5,1,300.08
I273112,C183089,4,20210409,1,2,5,203.3
I229538,C732876,5,20220701,3,7,3,15.69
I238242,C139777,8,20220803,2,3,4,46.92
I130760,C112485,2,20211104,2,4,4,2400.68
I149755,C401090,5,20220512,1,8,2,10.46
I844689,C135538,1,20220812,3,1,1,300.08
I254895,C279801,5,20210204,1,3,1,5.23
I156337,C284298,1,20210211,3,6,1,300.08
I659143,C450353,5,20220203,1,10,5,26.15
I181751,C224275,6,20220602,2,1,5,179.2
I151308,C306194,1,20210108,3,6,5,1500.4
I973166,C994017,6,20221107,3,1,5,179.2
I226503,C217063,5,20221207,1,3,4,20.92
I227202,C136793,2,20220911,1,9,4,2400.68
I339424,C303581,2,20210912,3,6,1,600.17
I115029,C173680,5,20220103,1,10,4,20.92
I272655,C701521,1,20210810,2,3,2,600.16
I572178,C129791,1,20211105,3,6,2,600.16
I188513,C772223,3,20220902,1,6,1,15.15
I264144,C227308,1,20211109,1,9,4,1200.32
I156822,C555697,6,20210811,1,7,2,71.68
I161221,C123639,1,20220203,2,6,5,1500.4
I209900,C488714,3,20210103,2,5,5,75.75
I285864,C304711,5,20220406,2,3,3,15.69
I251607,C406357,3,20220808,3,4,1,15.15
I311688,C270708,8,20210604,2,5,5,58.65
I841277,C182717,1,20220506,1,1,4,1200.32
I512020,C726682,4,20220302,1,5,1,40.66
I818231,C906037,3,20220902,3,1,5,75.75
I254148,C184334,4,20210408,3,1,4,162.64
I981240,C275798,7,20221105,3,2,4,4200.0
I111787,C334707,5,20210406,3,5,4,20.92
I287114,C304433,1,20220303,1,5,2,600.16
I280466,C499584,1,20221002,3,6,3,900.24
I197072,C169503,6,20220408,3,6,5,179.2
I848647,C247588,5,20211203,2,4,5,26.15
I340683,C277405,1,20210710,1,10,3,900.24
I250076,C302778,5,20221208,1,2,5,26.15
I499452,C197887,1,20210809,1,6,3,900.24
I752704,C286814,8,20210107,3,6,3,35.19
I316630,C167165,4,20220208,1,5,5,203.3
I305989,C145572,8,20220902,2,4,2,23.46
I230086,C675084,3,20220706,2,4,4,60.6
I295312,C448002,3,20220501,3,1,3,45.45
I230689,C165376,3,20221212,1,3,5,75.75
I327832,C573049,2,20210310,1,7,4,2400.68
I178278,C229697,5,20210312,1,10,4,20.92
I227698,C325688,5,20221103,1,2,5,26.15
I308683,C289057,1,20210402,1,1,1,300.08
I930263,C308740,4,20221111,1,6,5,203.3
I272713,C221534,4,20220409,3,1,3,121.98
I318689,C305549,4,20220809,1,6,5,203.3
I586296,C206594,2,20220901,1,4,2,1200.34
I900415,C312220,4,20220506,3,3,5,203.3
I263177,C282510,1,20210102,3,1,2,600.16
I297354,C271039,1,20210307,3,3,5,1500.4
I957783,C168073,4,20220401,1,4,1,40.66
I279289,C297519,7,20220805,3,5,3,3150.0
I313757,C438201,1,20210101,1,6,4,1200.32
I992688,C285403,2,20210610,1,6,4,2400.68
I370983,C267416,4,20221010,3,1,3,121.98
I255036,C235045,3,20221002,1,1,1,15.15
I392067,C155870,5,20210407,2,1,2,10.46
I223693,C316564,1,20220805,1,1,5,1500.4
I165281,C102433,2,20210602,3,4,1,600.17
I277014,C319155,1,20210403,3,3,4,1200.32
I219942,C832349,1,20210703,2,2,2,600.16
I213800,C113125,1,20220703,3,4,2,600.16
I311291,C402891,4,20220607,1,6,1,40.66
I305853,C505961,5,20210601,3,5,2,10.46
I239016,C152233,1,20210203,3,5,4,1200.32
I476038,C426658,6,20220706,3,3,4,143.36
I213781,C780304,6,20220205,3,5,4,143.36
I301102,C112677,1,20210612,3,1,4,1200.32
I474084,C227930,1,20211104,3,4,2,600.16
I130372,C291019,1,20230201,3,5,3,900.24
I477240,C384981,4,20211201,3,6,1,40.66
I243648,C127633,4,20211008,2,6,5,203.3
I295226,C336480,1,20221006,1,2,3,900.24
I203148,C845019,1,20220504,2,3,1,300.08
I285344,C745848,1,20210102,1,6,4,1200.32
I311889,C834767,1,20211009,1,10,2,600.16
I671022,C161392,1,20210401,3,3,3,900.24
I274049,C241303,3,20211106,2,6,1,15.15
I158922,C336872,1,20210107,3,7,4,1200.32
I133479,C667915,8,20220112,1,3,1,11.73
I133776,C178631,1,20211107,1,6,3,900.24
I790027,C229509,4,20210703,3,3,1,40.66
I238786,C167025,1,20230302,2,6,1,300.08
I204991,C313098,2,20221008,1,4,5,3000.85
I104723,C133262,2,20211007,1,4,1,600.17
I565835,C181389,6,20230203,3,1,1,35.84
I268674,C132767,4,20220811,3,10,4,162.64
I526761,C194448,1,20210412,1,4,1,300.08
I118259,C262552,4,20211005,2,4,1,40.66
I190677,C946478,1,20210107,1,2,3,900.24
I171235,C132736,5,20211205,2,4,3,15.69
I300823,C263022,1,20220312,3,7,4,1200.32
I303360,C283233,5,20221001,3,5,4,20.92
I323964,C163467,5,20211204,2,7,2,10.46
I178061,C773447,5,20220201,3,6,4,20.92
I661545,C265487,5,20221002,3,9,5,26.15
I477349,C702236,5,20210303,3,6,1,5.23
I791277,C224478,4,20210803,1,2,4,162.64
I536350,C118925,2,20220904,1,3,3,1800.51
I214656,C211144,4,20210909,1,6,1,40.66
I100666,C996052,3,20220204,3,3,2,30.3
I283857,C165443,2,20220202,3,5,4,2400.68
I247117,C864648,1,20220605,3,6,2,600.16
I194873,C198852,8,20210401,1,5,4,46.92
I158608,C112686,1,20210309,3,9,2,600.16
I968036,C577531,2,20230302,1,1,1,600.17
I840872,C190463,1,20210407,3,6,3,900.24
I300698,C326722,1,20210505,3,6,4,1200.32
I131151,C303272,1,20210709,3,3,3,900.24
I283292,C194926,4,20210401,1,3,1,40.66
I116827,C115736,5,20220202,1,1,3,15.69
I959498,C309414,4,20210310,3,6,3,121.98
I220706,C321554,4,20221005,1,1,5,203.3
I988590,C274114,1,20220606,2,8,5,1500.4
I985481,C213724,6,20220205,1,4,1,35.84
I238593,C180548,1,20220102,1,10,5,1500.4
I301841,C181358,4,20220205,1,4,4,162.64
I195380,C101663,6,20220705,2,2,1,35.84
I889491,C232915,1,20211007,3,6,4,1200.32
I703726,C157155,6,20210501,3,4,2,71.68
I279355,C169212,3,20220506,1,6,5,75.75
I864435,C304118,5,20221004,1,8,4,20.92
I298156,C288460,5,20210301,2,2,3,15.69
I190690,C139185,1,20230302,3,6,4,1200.32
I201512,C466445,3,20230103,3,4,2,30.3
I332715,C254847,2,20221204,3,3,3,1800.51
I614070,C138946,2,20221004,3,6,1,600.17
I259904,C195702,4,20210601,1,1,4,162.64
I138448,C379560,2,20210310,3,4,1,600.17
I197744,C951354,6,20221008,3,6,1,35.84
I152022,C251756,4,20211011,1,7,1,40.66
I334524,C214196,4,20220103,1,3,4,162.64
I288539,C281622,1,20220806,1,1,3,900.24
I647828,C229745,4,20210111,3,7,3,121.98
I395922,C294152,1,20211104,2,1,2,600.16
I659549,C203795,1,20220205,1,3,5,1500.4
I338216,C232654,4,20221005,1,6,1,40.66
I394428,C899136,2,20220309,1,9,1,600.17
I262405,C450370,2,20211002,2,2,5,3000.85
I834252,C242576,4,20220605,3,4,1,40.66
I170711,C128664,1,20211009,3,4,1,300.08
I267813,C214532,2,20220603,1,3,3,1800.51
I700660,C668277,1,20220311,3,3,1,300.08
I114966,C589820,5,20220308,2,10,2,10.46
I921323,C236762,6,20210207,2,2,1,35.84
I151442,C263183,1,20210502,1,2,5,1500.4
I863784,C335590,1,20221009,3,5,1,300.08
I300295,C770907,5,20210403,3,6,2,10.46
I583573,C316449,1,20221201,1,5,2,600.16
I851701,C813370,1,20211106,1,6,3,900.24
I548826,C290247,1,20210606,1,6,5,1500.4
I867875,C121580,2,20210211,3,6,4,2400.68
I718900,C687985,7,20210709,3,6,5,5250.0
I469350,C229438,2,20220912,2,3,3,1800.51
I123569,C175040,5,20210804,3,3,3,15.69
I110841,C285276,7,20220908,1,4,4,4200.0
I128428,C110889,3,20210912,2,7,3,45.45
I621268,C526019,7,20210108,1,1,4,4200.0
I117297,C339126,5,20220102,3,5,5,26.15
I333974,C458335,6,20210504,1,10,3,107.52
I639736,C195022,4,20220112,3,4,4,162.64
I309334,C229125,2,20220709,1,1,1,600.17
I251426,C570309,5,20210711,1,7,1,5.23
I112232,C225906,1,20210411,2,3,4,1200.32
I286900,C202623,5,20210202,1,4,1,5.23
I782452,C288093,1,20211206,3,3,5,1500.4
I144835,C721437,5,20221107,1,4,3,15.69
I265305,C178554,7,20210505,1,1,5,5250.0
I120029,C802625,5,20211104,3,7,4,20.92
I920756,C123587,2,20220203,1,5,5,3000.85
I139259,C242908,6,20220611,1,5,2,71.68
I148117,C235651,5,20210410,2,8,3,15.69
I308934,C228030,1,20210202,2,6,3,900.24
I282937,C137152,6,20210604,3,9,1,35.84
I236373,C147417,6,20221009,1,8,5,179.2
I108212,C303464,2,20221012,3,4,5,3000.85
I204469,C198026,6,20221109,3,3,2,71.68
I196176,C201132,1,20220902,1,10,2,600.16
I331621,C135601,4,20220804,3,1,1,40.66
